dimension,type,model,group,sum_NLL,mean_beta_semantic,mean_beta_freq,mean_beta_phon
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.75,NH,3413.462373607016,7.3651408301584755,7.613610228678689,0.0086912079661916
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=1.0,NH,3417.6719992397743,6.767622175918641,7.787679714783141,-0.0246979976409839
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=1.0,NH,3405.00913625297,8.01943215306457,7.742797852733855,-0.1066910380941451
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=1.0,NH,3414.5111357588803,6.5944840983960775,7.755707822989692,-0.0814746162630015
50,alpha_0_s2v,forage_random_baseline,NH,3989.522585156054,0.0,0.0,
50,alpha_0.4_w2v,forage_static,CI,2974.8068325329045,3.322439463723906,9.003583562636248,
50,alpha_0.6_s2v,forage_dynamic_simdrop,CI,2914.652050168408,4.713965416875634,8.706447388140925,
50,alpha_0.5_w2v,forage_dynamic_multimodal_alpha=0.0,CI,2986.6946143201376,3.348530481072613,8.920669064053442,
50,alpha_0.6_s2v,forage_dynamic_multimodal_alpha=0.1,CI,2976.5651947966408,4.1339235441886215,8.73242215843611,
50,alpha_0.4_w2v,forage_dynamic_multimodal_alpha=0.2,CI,2976.565194796653,4.133923684407809,8.732420971325896,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.30000000000000004,CI,2970.900573895793,4.203559998997189,8.736573859608676,
50,alpha_0.8_w2v,forage_dynamic_multimodal_alpha=0.4,CI,2954.758296311904,4.329576908133555,8.732156148523545,
50,alpha_0.4_w2v,forage_dynamic_multimodal_alpha=0.5,CI,2944.1324732237167,4.501708595252189,8.773695889352704,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.6000000000000001,CI,2936.06912288738,4.608777777638429,8.737471086803682,
50,alpha_0.6_s2v,forage_dynamic_multimodal_alpha=0.7000000000000001,CI,2923.03394309473,4.666033884561888,8.722052601484943,
50,alpha_0.4_w2v,forage_dynamic_multimodal_alpha=0.8,CI,2919.1268218477817,4.695980135308745,8.712834546406775,
50,alpha_0.4_w2v,forage_dynamic_multimodal_alpha=0.9,CI,2913.947222330778,4.711873589694231,8.705424794196512,
50,alpha_0.4_w2v,forage_dynamic_multimodal_alpha=1.0,CI,2914.6520501682103,4.71396662984674,8.706443911072533,
50,alpha_0.6_s2v,forage_dynamic_norms_associative,CI,2960.091496639934,5.4436774522911975,8.469258103629697,
50,alpha_0.4_w2v,forage_dynamic_norms_categorical,CI,2985.701521713521,4.942680236463199,8.40077007475661,
50,alpha_0.5_s2v,forage_dynamic_delta_rise=0.0_fall=0.0,CI,2920.2106239077243,5.704860089872672,8.330633067371046,
50,alpha_0.5_w2v,forage_dynamic_delta_rise=0.0_fall=0.25,CI,2905.170413523904,5.669925157194064,8.361575586154922,
50,alpha_0.5_w2v,forage_dynamic_delta_rise=0.0_fall=0.5,CI,2888.405508779711,5.639712290981185,8.436721484399655,
50,alpha_0.5_w2v,forage_dynamic_delta_rise=0.0_fall=0.75,CI,2880.3554099600697,5.49915322867158,8.533147349569024,
50,alpha_0.5_s2v,forage_dynamic_delta_rise=0.0_fall=1.0,CI,2881.353673213933,5.265471620498571,8.626969637302029,
50,alpha_0.6_s2v,forage_dynamic_delta_rise=0.25_fall=0.0,CI,2924.0869831661603,5.941394287614044,8.346659272545457,
